Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
21037,Lonnie Walker IV,2024-03-23,25-100,BRK,@,NYK,L 93-105,,12,4,6,.667,3,3,1.000,1,3,.333,0,0,,.750,0,2,2,1,0,0,1,0,9,6.7,5.2,-1,G,walkelo01
21038,Cason Wallace,2023-10-25,19-352,OKC,@,CHI,W 124-104,,19,5,5,1.000,2,2,1.000,3,3,1.000,0,0,,1.300,0,2,2,1,0,1,1,3,13,11.3,13.0,9,G,wallaca01
21039,Cason Wallace,2023-10-27,19-354,OKC,@,CLE,W 108-105,,19,3,4,.750,2,3,.667,1,1,1.000,2,2,1.000,.922,1,1,2,0,0,0,0,0,9,8.4,5.5,3,G,wallaca01
21040,Cason Wallace,2023-10-29,19-356,OKC,,DEN,L 95-128,,22,3,3,1.000,2,2,1.000,1,1,1.000,0,0,,1.167,1,2,3,1,1,1,0,1,7,9.4,6.3,-11,G,wallaca01
21041,Cason Wallace,2023-10-30,19-357,OKC,,DET,W 124-112,,22,1,2,.500,1,1,1.000,0,1,.000,2,2,1.000,.694,0,4,4,2,0,0,1,2,4,3.8,-4.9,-2,G,wallaca01
21042,Cason Wallace,2023-11-01,19-359,OKC,,NOP,L 106-110,,18,1,2,.500,1,2,.500,0,0,,2,2,1.000,.694,0,2,2,1,0,0,0,4,4,2.7,-3.3,-4,G,wallaca01
21043,Cason Wallace,2023-11-03,19-361,OKC,,GSW,L 139-141,*,36,6,10,.600,5,8,.625,1,2,.500,0,0,,.650,1,1,2,1,0,0,1,1,13,8.7,-3.7,4,G,wallaca01
21044,Cason Wallace,2023-11-06,19-364,OKC,,ATL,W 126-117,,24,3,6,.500,3,3,1.000,0,3,.000,0,0,,.500,0,2,2,4,4,0,1,1,6,9.0,6.2,4,G,wallaca01
21045,Cason Wallace,2023-11-08,20-001,OKC,,CLE,W 128-120,,24,5,7,.714,3,4,.750,2,3,.667,2,2,1.000,.888,1,2,3,2,0,0,2,3,14,10.6,2.9,6,G,wallaca01
21046,Cason Wallace,2023-11-10,20-003,OKC,@,SAC,L 98-105,,24,3,7,.429,1,2,.500,2,5,.400,0,0,,.571,1,2,3,2,0,1,0,1,8,7.3,3.7,3,G,wallaca01
21047,Cason Wallace,2023-11-12,20-005,OKC,@,PHO,W 111-99,,17,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,0,0,1,0,0,0,3,0,-1.2,-11.7,2,G,wallaca01
21048,Cason Wallace,2023-11-14,20-007,OKC,,SAS,W 123-87,,21,4,5,.800,3,4,.750,1,1,1.000,0,0,,.900,1,4,5,3,2,2,1,1,9,13.1,13.6,8,G,wallaca01
21049,Cason Wallace,2023-11-16,20-009,OKC,@,GSW,W 128-109,,26,4,7,.571,2,5,.400,2,2,1.000,0,0,,.714,1,1,2,4,1,0,0,1,10,11.1,5.7,22,G,wallaca01
21050,Cason Wallace,2023-11-18,20-011,OKC,@,GSW,W 130-123 (OT),,28,1,3,.333,1,1,1.000,0,2,.000,1,1,1.000,.436,0,1,1,2,0,0,0,3,3,1.8,-7.3,4,G,wallaca01
21051,Cason Wallace,2023-11-19,20-012,OKC,@,POR,W 134-91,*,21,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,1,1,0,1,0,1,1,2,0.9,-6.0,19,G,wallaca01
21052,Cason Wallace,2023-11-22,20-015,OKC,,CHI,W 116-102,*,24,2,3,.667,1,1,1.000,1,2,.500,0,0,,.833,1,2,3,0,0,1,1,1,5,4.3,-2.2,-2,G,wallaca01
21053,Cason Wallace,2023-11-25,20-018,OKC,,PHI,L 123-127,*,14,0,2,.000,0,2,.000,0,0,,0,0,,.000,1,0,1,1,0,0,0,1,0,-0.4,-11.9,-15,G,wallaca01
21054,Cason Wallace,2023-11-28,20-021,OKC,@,MIN,L 103-106,,17,3,4,.750,0,1,.000,3,3,1.000,1,2,.500,1.025,0,0,0,0,1,0,0,0,10,9.0,14.5,5,G,wallaca01
21055,Cason Wallace,2023-11-30,20-023,OKC,,LAL,W 133-110,,22,4,7,.571,2,3,.667,2,4,.500,0,0,,.714,0,3,3,1,0,1,1,1,10,7.6,0.5,19,G,wallaca01
21056,Cason Wallace,2023-12-02,20-025,OKC,@,DAL,W 126-120,,20,6,12,.500,4,5,.800,2,7,.286,1,2,.500,.582,2,4,6,0,0,0,0,3,15,10.0,-0.1,0,G,wallaca01
21057,Cason Wallace,2023-12-06,20-029,OKC,@,HOU,L 101-110,,25,2,5,.400,1,3,.333,1,2,.500,0,0,,.500,0,3,3,0,2,1,0,3,5,4.7,-2.4,12,G,wallaca01
21058,Cason Wallace,2023-12-08,20-031,OKC,,GSW,W 138-136 (OT),,24,4,5,.800,3,3,1.000,1,2,.500,1,2,.500,.850,0,1,1,0,1,1,1,0,10,8.7,2.7,1,G,wallaca01
21059,Cason Wallace,2023-12-11,20-034,OKC,,UTA,W 134-120,*,25,4,8,.500,2,4,.500,2,4,.500,0,0,,.625,0,3,3,2,1,2,0,4,10,9.1,0.3,17,G,wallaca01
21060,Cason Wallace,2023-12-14,20-037,OKC,@,SAC,L 123-128,,19,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,0,0,0,4,0,0,0,3,3,2.9,-2.1,-18,G,wallaca01
21061,Cason Wallace,2023-12-16,20-039,OKC,@,DEN,W 118-117,,18,1,2,.500,1,2,.500,0,0,,0,0,,.500,1,1,2,1,0,0,1,0,2,1.7,-5.4,-7,G,wallaca01
21062,Cason Wallace,2023-12-18,20-041,OKC,,MEM,W 116-97,,17,3,6,.500,2,2,1.000,1,4,.250,0,0,,.583,0,2,2,2,0,0,1,1,7,4.6,-3.8,12,G,wallaca01
21063,Cason Wallace,2023-12-21,20-044,OKC,,LAC,W 134-115,,20,1,4,.250,1,2,.500,0,2,.000,0,0,,.250,0,0,0,3,0,1,1,2,2,0.6,-11.5,-5,G,wallaca01
21064,Cason Wallace,2023-12-23,20-046,OKC,,LAL,L 120-129,*,24,2,6,.333,1,2,.500,1,4,.250,0,0,,.417,1,2,3,4,1,0,0,2,5,5.9,-1.6,-5,G,wallaca01
21065,Cason Wallace,2023-12-26,20-049,OKC,,MIN,W 129-106,,24,2,5,.400,1,1,1.000,1,4,.250,0,0,,.500,1,0,1,1,2,0,1,0,5,4.7,-2.6,4,G,wallaca01
21066,Cason Wallace,2023-12-27,20-050,OKC,,NYK,W 129-120,,22,2,6,.333,2,4,.500,0,2,.000,0,0,,.333,0,1,1,0,1,0,1,1,4,0.5,-11.7,6,G,wallaca01
21067,Cason Wallace,2023-12-29,20-052,OKC,@,DEN,W 119-93,,18,2,5,.400,2,3,.667,0,2,.000,0,0,,.400,0,3,3,2,0,1,0,1,4,3.9,-2.3,-2,G,wallaca01
21068,Cason Wallace,2023-12-31,20-054,OKC,,BRK,W 124-108,,23,3,7,.429,1,3,.333,2,4,.500,2,2,1.000,.635,1,2,3,1,0,1,0,5,10,7.0,-0.6,9,G,wallaca01
21069,Cason Wallace,2024-01-02,20-056,OKC,,BOS,W 127-123,,17,2,3,.667,1,1,1.000,1,2,.500,0,0,,.833,1,0,1,3,1,0,0,3,5,6.3,4.4,-14,G,wallaca01
21070,Cason Wallace,2024-01-03,20-057,OKC,@,ATL,L 138-141,,20,5,9,.556,2,2,1.000,3,7,.429,2,2,1.000,.759,0,1,1,2,1,0,0,2,15,12.6,6.0,-16,G,wallaca01
21071,Cason Wallace,2024-01-05,20-059,OKC,@,BRK,L 115-124,,23,3,7,.429,1,3,.333,2,4,.500,0,0,,.571,1,1,2,0,1,0,0,1,8,5.9,-2.5,-5,G,wallaca01
21072,Cason Wallace,2024-01-08,20-062,OKC,@,WAS,W 136-128,,24,2,7,.286,1,3,.333,1,4,.250,0,0,,.357,1,1,2,2,2,3,1,1,5,6.0,-2.4,-4,G,wallaca01
21073,Cason Wallace,2024-01-10,20-064,OKC,@,MIA,W 128-120,,18,3,5,.600,1,1,1.000,2,4,.500,0,0,,.800,1,1,2,1,0,0,1,2,8,5.6,-1.2,9,G,wallaca01
21074,Cason Wallace,2024-01-11,20-065,OKC,,POR,W 139-77,,17,1,5,.200,1,2,.500,0,3,.000,2,2,1.000,.340,1,5,6,2,0,0,0,0,4,4.5,-6.5,17,G,wallaca01
21075,Cason Wallace,2024-01-13,20-067,OKC,,ORL,W 112-100,,20,0,5,.000,0,1,.000,0,4,.000,1,2,.500,.085,2,1,3,0,0,0,0,3,1,-2.4,-17.1,5,G,wallaca01
21076,Cason Wallace,2024-01-15,20-069,OKC,@,LAL,L 105-112,,20,2,6,.333,1,2,.500,1,4,.250,0,0,,.417,0,0,0,1,2,1,1,0,5,4.0,-0.9,-7,G,wallaca01
21077,Cason Wallace,2024-01-16,20-070,OKC,@,LAC,L 117-128,,15,2,4,.500,1,2,.500,1,2,.500,0,0,,.625,2,0,2,1,1,1,0,1,5,6.4,6.4,-1,G,wallaca01
21078,Cason Wallace,2024-01-18,20-072,OKC,@,UTA,W 134-129,*,32,6,7,.857,2,2,1.000,4,5,.800,0,0,,1.143,2,2,4,1,1,1,1,3,16,15.7,6.7,-1,G,wallaca01
21079,Cason Wallace,2024-01-20,20-074,OKC,@,MIN,W 102-97,,13,0,1,.000,0,1,.000,0,0,,0,0,,.000,1,2,3,0,1,0,1,2,0,-0.2,-8.9,-15,G,wallaca01
21080,Cason Wallace,2024-01-23,20-077,OKC,,POR,W 111-109,,12,1,2,.500,0,0,,1,2,.500,0,0,,.750,0,4,4,0,0,0,2,0,3,1.2,-8.7,-4,G,wallaca01
21081,Cason Wallace,2024-01-24,20-078,OKC,@,SAS,W 140-114,,23,5,7,.714,3,4,.750,2,3,.667,1,1,1.000,.874,1,2,3,4,1,0,0,4,13,13.6,7.5,14,G,wallaca01
21082,Cason Wallace,2024-01-26,20-080,OKC,@,NOP,W 107-83,,21,5,10,.500,3,5,.600,2,5,.400,0,0,,.600,1,1,2,1,4,0,0,1,12,12.3,15.3,18,G,wallaca01
21083,Cason Wallace,2024-01-28,20-082,OKC,@,DET,L 104-120,,21,2,4,.500,2,3,.667,0,1,.000,0,0,,.500,1,3,4,1,2,0,0,1,4,5.9,-0.8,-13,G,wallaca01
21084,Cason Wallace,2024-01-29,20-083,OKC,,MIN,L 101-107,,20,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,0,2,2,2,0,1,0,6,3,3.0,0.5,-10,G,wallaca01
21085,Cason Wallace,2024-01-31,20-085,OKC,,DEN,W 105-100,,20,2,7,.286,1,4,.250,1,3,.333,0,0,,.357,1,1,2,1,0,0,0,3,5,1.4,-9.8,0,G,wallaca01
21086,Cason Wallace,2024-02-02,20-087,OKC,,CHO,W 126-106,*,25,5,7,.714,3,3,1.000,2,4,.500,0,0,,.857,0,2,2,1,1,0,1,1,12,10.0,-1.1,22,G,wallaca01
21087,Cason Wallace,2024-02-04,20-089,OKC,,TOR,W 135-127 (2OT),*,18,3,8,.375,1,1,1.000,2,7,.286,0,0,,.500,0,1,1,2,0,1,0,1,8,5.6,-1.8,-10,G,wallaca01
21088,Cason Wallace,2024-02-06,20-091,OKC,@,UTA,L 117-124,,16,1,2,.500,0,0,,1,2,.500,0,0,,.750,0,0,0,0,0,0,0,1,3,1.6,-8.0,-1,G,wallaca01
21089,Cason Wallace,2024-02-10,20-095,OKC,@,DAL,L 111-146,,25,5,11,.455,2,4,.500,3,7,.429,2,2,1.000,.631,0,2,2,0,1,0,1,2,15,9.1,-1.7,-18,G,wallaca01
21090,Cason Wallace,2024-02-11,20-096,OKC,,SAC,W 127-113,,10,0,3,.000,0,0,,0,3,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,-2.1,-21.8,-13,G,wallaca01
21091,Cason Wallace,2024-02-13,20-098,OKC,@,ORL,W 127-113,,16,3,5,.600,1,1,1.000,2,4,.500,0,0,,.800,0,2,2,1,0,1,0,0,8,7.7,7.6,16,G,wallaca01
21092,Cason Wallace,2024-02-22,20-107,OKC,,LAC,W 129-107,,19,3,3,1.000,2,2,1.000,1,1,1.000,0,0,,1.167,2,2,4,3,4,0,0,1,7,13.8,22.3,20,G,wallaca01
21093,Cason Wallace,2024-02-23,20-108,OKC,,WAS,W 147-106,,22,5,7,.714,2,2,1.000,3,5,.600,0,0,,.929,2,3,5,1,0,0,1,2,13,11.3,4.6,12,G,wallaca01
21094,Cason Wallace,2024-02-25,20-110,OKC,@,HOU,W 123-110,,19,2,7,.286,0,2,.000,2,5,.400,0,0,,.429,1,1,2,1,0,2,0,0,6,5.0,-0.9,0,G,wallaca01
21095,Cason Wallace,2024-02-27,20-112,OKC,,HOU,W 112-95,,14,1,3,.333,1,1,1.000,0,2,.000,0,2,.000,.258,0,2,2,1,1,0,0,0,2,1.8,-2.8,8,G,wallaca01
21096,Cason Wallace,2024-02-29,20-114,OKC,@,SAS,L 118-132,,15,1,3,.333,1,2,.500,0,1,.000,1,1,1.000,.436,1,2,3,3,4,0,0,1,3,8.3,13.4,3,G,wallaca01
21097,Cason Wallace,2024-03-03,20-117,OKC,@,PHO,W 118-110,,18,2,3,.667,1,2,.500,1,1,1.000,0,0,,.833,0,2,2,1,0,0,0,1,5,4.6,-2.3,7,G,wallaca01
21098,Cason Wallace,2024-03-04,20-118,OKC,@,LAL,L 104-116,,22,3,8,.375,2,4,.500,1,4,.250,0,0,,.438,2,2,4,1,3,0,1,1,7,6.9,-0.8,-13,G,wallaca01
21099,Cason Wallace,2024-03-06,20-120,OKC,@,POR,W 128-120,,17,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,1,1,2,0,0,1,1,0,2,1.0,-8.3,4,G,wallaca01
21100,Cason Wallace,2024-03-08,20-122,OKC,,MIA,W 107-100,,14,1,4,.250,0,1,.000,1,3,.333,0,0,,.375,0,0,0,1,0,1,2,1,3,-0.4,-12.3,-14,G,wallaca01
21101,Cason Wallace,2024-03-10,20-124,OKC,,MEM,W 124-93,,27,9,14,.643,5,8,.625,4,6,.667,0,0,,.786,0,2,2,4,0,1,0,3,22,18.7,9.3,6,G,wallaca01
21102,Cason Wallace,2024-03-12,20-126,OKC,,IND,L 111-121,,23,4,7,.571,1,3,.333,3,4,.750,0,0,,.786,0,3,3,0,0,1,3,2,11,5.5,-2.3,-5,G,wallaca01
21103,Cason Wallace,2024-03-14,20-128,OKC,,DAL,W 126-119,,18,1,2,.500,0,0,,1,2,.500,0,0,,.750,1,1,2,3,2,1,2,2,3,5.0,4.7,-3,G,wallaca01
21104,Cason Wallace,2024-03-16,20-130,OKC,@,MEM,W 118-112,,24,2,5,.400,2,2,1.000,0,3,.000,0,0,,.400,0,2,2,4,3,0,0,2,4,6.9,2.6,3,G,wallaca01
21105,Cason Wallace,2024-03-20,20-134,OKC,,UTA,W 119-107,,22,2,4,.500,2,2,1.000,0,2,.000,1,2,.500,.512,2,2,4,2,2,1,0,2,5,7.9,2.4,-6,G,wallaca01
21106,Cason Wallace,2024-03-22,20-136,OKC,@,TOR,W 123-103,,24,4,10,.400,1,5,.200,3,5,.600,1,2,.500,.551,3,1,4,1,2,0,0,0,12,11.3,3.9,14,G,wallaca01
21107,Cason Wallace,2024-03-24,20-138,OKC,@,MIL,L 93-118,,24,2,9,.222,1,2,.500,1,7,.143,0,0,,.278,1,1,2,0,2,0,1,3,5,0.3,-10.1,-9,G,wallaca01
21108,Jordan Walsh,2024-01-17,19-320,BOS,,SAS,W 117-98,,3,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,4,4,0,0,0,0,0,0,0.5,-10.1,-1,G-F,walshjo01
21109,Jordan Walsh,2024-01-25,19-328,BOS,@,MIA,W 143-110,,3,0,0,,0,0,,0,0,,0,0,,,0,1,1,1,0,0,0,0,0,1.0,11.3,2,G-F,walshjo01
21110,Jordan Walsh,2024-02-04,19-338,BOS,,MEM,W 131-91,,9,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,1,0,1,1,1,0,0,2,2,3.3,7.1,16,G-F,walshjo01
21111,Jordan Walsh,2024-02-14,19-348,BOS,,BRK,W 136-86,,18,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,1,4,5,0,1,1,2,3,0,-1.7,-14.2,8,G-F,walshjo01
21112,Jordan Walsh,2024-03-18,20-015,BOS,,DET,W 119-94,,4,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,1,1,2,2,0,0,0,0,2,4.1,27.8,3,G-F,walshjo01
21113,Jordan Walsh,2024-03-22,20-019,BOS,@,DET,W 129-102,,3,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,0,0,0,0,0,0,1,2,0.6,-18.9,6,G-F,walshjo01
21114,T.J. Warren,2024-03-07,30-184,MIN,@,IND,W 113-111,,16,3,5,.600,2,2,1.000,1,3,.333,0,0,,.700,0,1,1,0,0,0,0,1,7,4.6,-0.1,3,F,warretj01
21115,T.J. Warren,2024-03-08,30-185,MIN,@,CLE,L 104-113 (OT),,11,3,3,1.000,3,3,1.000,0,0,,0,0,,1.000,1,3,4,0,0,0,1,3,6,4.5,1.8,15,F,warretj01
21116,T.J. Warren,2024-03-10,30-187,MIN,@,LAL,L 109-120,,23,2,7,.286,2,5,.400,0,2,.000,0,0,,.286,1,2,3,2,1,0,1,2,4,1.8,-9.3,4,F,warretj01
21117,T.J. Warren,2024-03-12,30-189,MIN,@,LAC,W 118-100,,14,1,4,.250,1,2,.500,0,2,.000,0,0,,.250,0,0,0,1,0,0,1,2,2,-1.5,-18.9,9,F,warretj01
21118,T.J. Warren,2024-03-16,30-193,MIN,@,UTA,W 119-100,,16,1,7,.143,1,6,.167,0,1,.000,0,0,,.143,1,3,4,2,1,0,0,2,2,0.7,-13.9,2,F,warretj01
21119,T.J. Warren,2024-03-18,30-195,MIN,@,UTA,W 114-104,,9,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,1,1,2,2,1,0,1,0,2,2.7,-0.6,-2,F,warretj01
21120,T.J. Warren,2024-03-19,30-196,MIN,,DEN,L 112-115,,9,2,5,.400,1,3,.333,1,2,.500,1,2,.500,.510,1,1,2,0,0,1,0,0,6,4.6,2.0,0,F,warretj01
21121,P.J. Washington,2023-10-25,25-063,CHO,,ATL,W 116-110,*,32,12,18,.667,11,12,.917,1,6,.167,0,0,,.694,1,4,5,2,0,0,1,4,25,17.9,3.0,5,F,washipj01
21122,P.J. Washington,2023-10-27,25-065,CHO,,DET,L 99-111,*,29,6,13,.462,5,8,.625,1,5,.200,0,1,.000,.484,0,3,3,3,2,1,2,6,13,7.2,-2.7,-12,F,washipj01
21123,P.J. Washington,2023-10-30,25-068,CHO,,BRK,L 121-133,*,35,7,14,.500,6,11,.545,1,3,.333,0,1,.000,.519,3,9,12,2,0,0,1,4,15,11.2,-7.8,-14,F,washipj01
21124,P.J. Washington,2023-11-01,25-070,CHO,@,HOU,L 119-128,*,35,8,13,.615,3,7,.429,5,6,.833,2,2,1.000,.829,1,2,3,0,0,0,1,2,23,16.6,3.0,0,F,washipj01
21125,P.J. Washington,2023-11-04,25-073,CHO,@,IND,W 125-124,*,33,6,13,.462,5,12,.417,1,1,1.000,2,2,1.000,.540,1,2,3,4,1,2,1,0,15,13.8,1.7,-13,F,washipj01
21126,P.J. Washington,2023-11-05,25-074,CHO,@,DAL,L 118-124,*,34,8,15,.533,7,11,.636,1,4,.250,3,4,.750,.597,0,4,4,1,0,0,0,3,20,13.0,-2.5,8,F,washipj01
21127,P.J. Washington,2023-11-08,25-077,CHO,,WAS,L 116-132,*,36,4,11,.364,4,6,.667,0,5,.000,6,7,.857,.497,1,6,7,1,0,2,2,2,14,9.3,-8.5,-8,F,washipj01
21128,P.J. Washington,2023-11-10,25-079,CHO,@,WAS,W 124-117,*,38,5,15,.333,5,9,.556,0,6,.000,1,2,.500,.346,3,7,10,4,1,0,2,0,11,8.1,-9.1,-1,F,washipj01
21129,P.J. Washington,2023-11-12,25-081,CHO,@,NYK,L 107-129,*,22,1,8,.125,0,3,.000,1,5,.200,1,2,.500,.225,1,1,2,3,0,1,2,4,4,-1.4,-16.6,-30,F,washipj01
21130,P.J. Washington,2023-11-14,25-083,CHO,,MIA,L 105-111,*,36,12,23,.522,6,12,.500,6,11,.545,2,2,1.000,.670,2,4,6,1,0,0,1,1,32,22.6,7.7,-2,F,washipj01
21131,P.J. Washington,2023-11-17,25-086,CHO,,MIL,L 99-130,*,26,1,3,.333,0,0,,1,3,.333,0,0,,.500,0,3,3,1,0,0,0,4,3,1.3,-9.1,-2,F,washipj01
21132,P.J. Washington,2023-11-18,25-087,CHO,,NYK,L 108-122,*,33,1,10,.100,0,3,.000,1,7,.143,0,0,,.150,0,6,6,2,1,2,6,4,3,-5.6,-21.1,-25,F,washipj01
21133,P.J. Washington,2023-11-20,25-089,CHO,,BOS,W 121-118 (OT),,28,6,13,.462,3,4,.750,3,9,.333,0,0,,.577,0,1,1,1,2,1,0,1,15,11.6,4.6,-21,F,washipj01
21134,P.J. Washington,2023-11-26,25-095,CHO,@,ORL,L 117-130,,28,3,10,.300,0,1,.000,3,9,.333,4,6,.667,.514,0,4,4,2,0,3,1,5,13,8.1,-2.5,-5,F,washipj01
21135,P.J. Washington,2023-11-28,25-097,CHO,@,NYK,L 91-115,,27,4,10,.400,1,2,.500,3,8,.375,0,2,.000,.506,3,5,8,3,1,1,3,3,11,8.0,0.3,-13,F,washipj01
21136,P.J. Washington,2023-11-30,25-099,CHO,@,BRK,W 129-128,,33,2,11,.182,0,2,.000,2,9,.222,4,4,1.000,.392,2,6,8,5,3,2,2,2,10,11.4,-3.9,4,F,washipj01
21137,P.J. Washington,2023-12-02,25-101,CHO,,MIN,L 117-123,,31,7,14,.500,3,7,.429,4,7,.571,0,0,,.643,3,4,7,5,0,1,1,1,18,17.1,7.1,8,F,washipj01
21138,P.J. Washington,2023-12-06,25-105,CHO,@,CHI,L 100-111,,29,4,13,.308,3,6,.500,1,7,.143,0,0,,.346,1,5,6,4,1,2,1,5,9,5.9,-5.2,-5,F,washipj01
21139,P.J. Washington,2023-12-08,25-107,CHO,,TOR,W 119-116,,25,4,7,.571,1,2,.500,3,5,.600,0,0,,.786,0,1,1,2,2,0,2,4,11,7.8,0.4,-7,F,washipj01
21140,P.J. Washington,2023-12-11,25-110,CHO,,MIA,L 114-116,,32,5,11,.455,3,5,.600,2,6,.333,3,4,.750,.588,1,7,8,3,0,1,0,3,15,13.3,1.0,6,F,washipj01
21141,P.J. Washington,2023-12-13,25-112,CHO,@,MIA,L 104-115,,4,0,0,,0,0,,0,0,,0,0,,,0,0,0,1,1,0,1,0,0,0.7,4.2,1,F,washipj01
21142,P.J. Washington,2023-12-18,25-117,CHO,@,TOR,L 99-114,*,39,5,16,.313,2,7,.286,3,9,.333,2,2,1.000,.444,1,6,7,5,4,0,2,5,15,11.8,-1.2,-17,F,washipj01
21143,P.J. Washington,2023-12-20,25-119,CHO,@,IND,L 113-144,,27,4,10,.400,2,3,.667,2,7,.286,2,2,1.000,.551,3,1,4,0,0,0,1,1,12,7.6,-7.7,-31,F,washipj01
21144,P.J. Washington,2023-12-23,25-122,CHO,,DEN,L 95-102,,28,6,20,.300,5,13,.385,1,7,.143,7,9,.778,.417,1,7,8,2,4,2,2,1,20,14.8,5.1,-10,F,washipj01
21145,P.J. Washington,2023-12-26,25-125,CHO,@,LAC,L 104-113,,26,7,10,.700,7,8,.875,0,2,.000,4,4,1.000,.765,4,4,8,3,2,0,2,3,18,18.7,8.5,-4,F,washipj01
21146,P.J. Washington,2023-12-28,25-127,CHO,@,LAL,L 112-133,,25,4,11,.364,4,7,.571,0,4,.000,1,2,.500,.379,1,5,6,0,0,0,3,1,9,1.3,-18.4,-15,F,washipj01
21147,P.J. Washington,2023-12-29,25-128,CHO,@,PHO,L 119-133,,28,5,12,.417,2,4,.500,3,8,.375,0,0,,.542,1,3,4,4,0,1,1,3,13,9.5,-5.1,-7,F,washipj01
21148,P.J. Washington,2024-01-01,25-131,CHO,@,DEN,L 93-111,,26,2,5,.400,1,2,.500,1,3,.333,1,1,1.000,.551,1,5,6,0,0,0,2,2,6,2.7,-11.5,3,F,washipj01
21149,P.J. Washington,2024-01-02,25-132,CHO,@,SAC,W 111-104,,29,7,13,.538,4,7,.571,3,6,.500,0,0,,.654,1,3,4,4,1,0,1,1,17,14.7,4.5,16,F,washipj01
21150,P.J. Washington,2024-01-05,25-135,CHO,@,CHI,L 91-104,,6,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,1,2,3,2,0,0,0,0,0,1.3,-1.9,-1,F,washipj01
21151,P.J. Washington,2024-01-14,25-144,CHO,@,MIA,L 87-104,,28,2,7,.286,1,2,.500,1,5,.200,0,2,.000,.317,2,4,6,1,1,0,1,3,5,2.2,-8.3,-4,F,washipj01
21152,P.J. Washington,2024-01-17,25-147,CHO,@,NOP,L 112-132,,24,3,9,.333,2,5,.400,1,4,.250,0,0,,.389,4,1,5,2,1,2,1,3,7,6.6,-6.7,-10,F,washipj01
21153,P.J. Washington,2024-01-19,25-149,CHO,,SAS,W 124-120,*,28,7,11,.636,4,7,.571,3,4,.750,3,3,1.000,.812,1,5,6,0,1,0,2,4,20,14.7,-1.1,14,F,washipj01
21154,P.J. Washington,2024-01-20,25-150,CHO,,PHI,L 89-97,*,26,3,8,.375,2,4,.500,1,4,.250,2,2,1.000,.507,0,3,3,0,0,0,2,6,9,1.1,-11.1,-24,F,washipj01
21155,P.J. Washington,2024-01-22,25-152,CHO,@,MIN,W 128-125,*,33,5,7,.714,3,3,1.000,2,4,.500,0,1,.000,.806,0,7,7,3,1,1,0,4,12,13.0,2.6,6,F,washipj01
21156,P.J. Washington,2024-01-24,25-154,CHO,@,DET,L 106-113,,29,4,6,.667,0,0,,4,6,.667,0,0,,1.000,0,6,6,5,1,1,2,4,12,12.8,7.2,6,F,washipj01
21157,P.J. Washington,2024-01-26,25-156,CHO,,HOU,L 104-138,,29,4,9,.444,4,7,.571,0,2,.000,4,5,.800,.536,0,2,2,2,0,3,2,1,12,8.6,-3.8,-23,F,washipj01
21158,P.J. Washington,2024-01-27,25-157,CHO,,UTA,L 122-134,,36,17,22,.773,10,13,.769,7,9,.778,2,3,.667,.922,1,1,2,3,2,0,2,1,43,36.7,17.9,-7,F,washipj01
21159,P.J. Washington,2024-01-29,25-159,CHO,,NYK,L 92-113,*,35,7,19,.368,5,10,.500,2,9,.222,0,0,,.421,0,2,2,2,0,1,1,0,16,7.2,-8.1,-12,F,washipj01
21160,P.J. Washington,2024-01-31,25-161,CHO,,CHI,L 110-117,,36,10,17,.588,7,8,.875,3,9,.333,3,4,.750,.693,3,5,8,1,0,1,3,3,26,18.5,-0.6,2,F,washipj01
21161,P.J. Washington,2024-02-02,25-163,CHO,@,OKC,L 106-126,,26,2,9,.222,2,6,.333,0,3,.000,1,2,.500,.253,1,5,6,1,2,0,5,3,5,-2.2,-21.2,-19,F,washipj01
21162,P.J. Washington,2024-02-04,25-165,CHO,,IND,L 99-115,,32,9,16,.563,8,10,.800,1,6,.167,3,5,.600,.604,3,6,9,2,2,1,0,3,22,20.4,8.0,-4,F,washipj01
21163,P.J. Washington,2024-02-05,25-166,CHO,,LAL,L 118-124,,34,6,14,.429,5,9,.556,1,5,.200,2,4,.500,.476,1,7,8,4,1,0,0,0,15,13.4,-2.3,-3,F,washipj01
21164,P.J. Washington,2024-02-07,25-168,CHO,,TOR,L 117-123,,31,2,11,.182,2,6,.333,0,5,.000,2,4,.500,.235,0,5,5,1,0,0,1,2,6,-1.3,-21.2,-19,F,washipj01
