Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
300,Nickeil Alexander-Walker,2024-02-02,25-153,MIN,,ORL,L 106-108,,27,2,7,.286,1,2,.500,1,5,.200,2,2,1.000,.444,0,1,1,0,1,0,1,2,7,2.4,-7.1,0,G,alexani01
301,Nickeil Alexander-Walker,2024-02-04,25-155,MIN,,HOU,W 111-90,,21,2,7,.286,1,3,.333,1,4,.250,0,0,,.357,1,6,7,1,1,0,2,2,5,2.3,-5.3,13,G,alexani01
302,Nickeil Alexander-Walker,2024-02-06,25-157,MIN,@,CHI,L 123-129 (OT),,19,1,4,.250,0,1,.000,1,3,.333,0,0,,.375,0,1,1,2,1,0,0,2,3,2.5,-4.0,-8,G,alexani01
303,Nickeil Alexander-Walker,2024-02-08,25-159,MIN,@,MIL,W 129-105,,25,2,7,.286,1,3,.333,1,4,.250,2,2,1.000,.444,1,2,3,4,0,0,1,0,7,6.0,-6.7,20,G,alexani01
304,Nickeil Alexander-Walker,2024-02-12,25-163,MIN,@,LAC,W 121-100,,24,6,9,.667,3,6,.500,3,3,1.000,0,0,,.833,0,2,2,5,2,0,2,2,15,14.4,13.0,0,G,alexani01
305,Nickeil Alexander-Walker,2024-02-13,25-164,MIN,@,POR,W 121-109,,26,6,7,.857,1,1,1.000,5,6,.833,1,1,1.000,1.210,0,3,3,2,0,1,2,2,18,15.7,12.7,22,G,alexani01
306,Nickeil Alexander-Walker,2024-02-15,25-166,MIN,@,POR,W 128-91,,21,1,6,.167,1,2,.500,0,4,.000,0,0,,.167,0,2,2,1,0,0,1,3,2,-2.7,-16.0,26,G,alexani01
307,Nickeil Alexander-Walker,2024-02-23,25-174,MIN,,MIL,L 107-112,,15,5,9,.556,2,6,.333,3,3,1.000,0,0,,.722,0,1,1,1,0,1,0,0,13,10.4,16.9,-11,G,alexani01
308,Nickeil Alexander-Walker,2024-02-24,25-175,MIN,,BRK,W 101-86,,21,0,6,.000,0,1,.000,0,5,.000,0,0,,.000,2,4,6,2,0,1,2,3,0,-2.7,-14.8,9,G,alexani01
309,Nickeil Alexander-Walker,2024-02-27,25-178,MIN,,SAS,W 114-105,,30,3,11,.273,3,6,.500,0,5,.000,2,2,1.000,.337,0,4,4,6,0,0,1,2,8,5.1,-10.0,18,G,alexani01
310,Nickeil Alexander-Walker,2024-02-28,25-179,MIN,,MEM,W 110-101,,24,5,10,.500,4,7,.571,1,3,.333,1,1,1.000,.575,0,1,1,5,0,4,0,1,12,13.2,11.1,15,G,alexani01
311,Nickeil Alexander-Walker,2024-03-01,25-181,MIN,,SAC,L 120-124 (OT),,25,2,5,.400,0,1,.000,2,4,.500,1,2,.500,.595,1,1,2,3,0,0,1,0,7,6.0,-0.5,12,G,alexani01
312,Nickeil Alexander-Walker,2024-03-03,25-183,MIN,,LAC,L 88-89,,21,3,6,.500,1,3,.333,2,3,.667,0,0,,.667,0,0,0,1,0,1,1,0,8,5.4,3.6,-14,G,alexani01
